id_bandeja,Meses,Macrotera  sinaloana,Apis mellifera,Bombus pensylvanicus,Diadasia sp.,Melissodes sp.,Augochlorella sp.,Lassioglossum (Dialictus),Lassioglossum (Evylaeus),Lithurgus littoralis,Megachile sp.
2015_1_1,1,0,1,0,0,0,0,0,0,0,0
2015_1_2,1,0,0,0,1,0,0,0,0,0,0
2015_1_3,1,1,1,0,0,0,0,0,0,0,0
2015_1_4,1,0,0,0,0,0,0,0,0,0,0
2015_1_5,1,0,1,0,0,0,0,0,0,0,0
2015_1_6,1,1,0,0,0,0,0,0,0,0,0
2015_1_7,1,0,0,0,0,0,0,0,0,0,0
2015_1_8,1,1,1,0,1,0,0,0,0,0,0
2015_1_9,1,0,0,0,0,0,0,0,0,0,0
2015_1_10,1,0,1,0,0,0,0,2,0,0,0
2015_1_11,1,0,0,0,0,0,0,0,0,0,0
2015_1_12,1,0,1,0,0,0,0,0,0,0,0
2015_1_13,1,0,0,0,0,0,0,0,0,0,0
2015_1_14,1,1,0,0,0,0,0,0,0,0,0
2015_1_15,1,0,1,0,0,0,0,0,0,0,0
2015_1_16,1,0,0,0,0,0,0,0,0,0,0
2015_1_17,1,0,0,0,0,0,0,0,0,0,0
2015_1_18,1,0,1,0,0,0,0,0,0,0,0
2015_1_19,1,0,0,0,0,0,0,0,0,0,0
2015_1_20,1,0,0,0,0,0,0,0,0,0,0
2015_1_21,1,0,0,0,0,0,0,0,0,0,0
2015_1_22,1,0,0,0,0,0,0,0,0,0,0
2015_1_23,1,0,0,0,0,0,0,0,0,0,0
2015_1_24,1,0,0,0,0,0,0,0,0,0,0
2015_1_25,1,0,0,0,0,0,0,0,0,0,0
2015_1_26,1,0,0,0,0,0,0,0,0,0,0
2015_1_27,1,0,1,0,0,0,0,0,0,0,0
2015_1_28,1,0,0,0,0,0,0,0,0,0,0
2015_1_29,1,0,1,0,0,0,0,0,0,0,0
2015_1_30,1,0,0,0,0,0,0,0,0,0,0
2015_2_1,2,1,0,0,0,0,0,0,0,0,0
2015_2_2,2,0,3,0,0,0,0,0,0,0,0
2015_2_3,2,1,0,0,0,0,1,0,0,0,0
2015_2_4,2,0,1,0,0,0,0,0,1,0,0
2015_2_5,2,2,0,0,0,0,0,1,0,0,0
2015_2_6,2,0,1,0,0,0,0,0,1,0,0
2015_2_7,2,0,0,0,0,0,1,0,0,0,0
2015_2_8,2,1,2,0,0,0,0,0,0,0,0
2015_2_9,2,0,0,0,0,0,0,1,0,0,0
2015_2_10,2,0,0,0,0,0,1,0,1,0,0
2015_2_11,2,0,0,0,0,0,0,0,0,0,0
2015_2_12,2,1,2,0,0,0,0,0,0,0,0
2015_2_13,2,0,0,0,0,0,0,0,0,0,0
2015_2_14,2,1,0,0,0,0,0,1,0,0,0
2015_2_15,2,0,0,0,0,0,0,0,1,0,0
2015_2_16,2,0,0,0,0,0,0,1,0,0,0
2015_2_17,2,0,3,0,0,0,0,0,0,0,0
2015_2_18,2,0,0,0,0,0,0,0,0,0,0
2015_2_19,2,0,0,0,0,0,0,0,0,0,0
2015_2_20,2,0,0,0,0,0,0,0,0,0,0
2015_2_21,2,0,0,0,0,0,0,0,0,0,0
2015_2_22,2,0,0,0,0,0,0,0,1,0,0
2015_2_23,2,0,1,0,0,0,0,0,0,0,0
2015_2_24,2,0,0,0,0,0,0,0,0,0,0
2015_2_25,2,0,0,0,0,0,0,0,1,0,0
2015_2_26,2,0,0,0,0,0,0,0,0,0,0
2015_2_27,2,0,0,0,0,0,1,0,0,0,0
2015_2_28,2,0,1,0,0,0,0,0,0,0,0
2015_2_29,2,0,0,0,0,0,0,0,0,0,0
2015_2_30,2,0,0,0,0,0,0,1,0,0,0
2015_3_1,3,2,0,0,0,0,0,2,0,0,0
2015_3_2,3,0,1,0,0,0,1,0,0,0,0
2015_3_3,3,0,0,0,2,0,0,3,0,0,0
2015_3_4,3,1,0,0,0,0,1,0,2,0,0
2015_3_5,3,0,2,0,1,0,1,3,0,0,0
2015_3_6,3,4,0,0,0,0,0,0,0,0,0
2015_3_7,3,0,0,0,0,0,0,0,1,0,0
2015_3_8,3,1,1,0,0,0,0,0,0,0,0
2015_3_9,3,0,0,0,0,0,2,0,3,0,0
2015_3_10,3,0,0,0,1,0,0,2,0,0,0
2015_3_11,3,2,0,0,0,0,0,0,0,0,0
2015_3_12,3,0,0,0,0,0,1,0,0,0,0
2015_3_13,3,0,0,0,0,0,0,0,1,0,0
2015_3_14,3,0,0,0,1,0,0,0,0,0,0
2015_3_15,3,0,1,0,0,0,1,1,0,0,3
2015_3_16,3,0,0,0,0,0,0,0,0,0,0
2015_3_17,3,1,1,0,0,0,0,0,0,0,0
2015_3_18,3,0,0,0,0,0,1,0,1,0,0
2015_3_19,3,0,1,0,0,0,0,0,0,0,0
2015_3_20,3,0,0,0,0,0,0,0,1,0,0
2015_3_21,3,1,0,0,0,0,0,1,0,0,0
2015_3_22,3,0,0,0,0,0,0,0,0,0,0
2015_3_23,3,0,0,0,0,0,0,0,1,0,0
2015_3_24,3,2,0,0,0,0,0,1,0,0,0
2015_3_25,3,0,0,0,0,0,0,0,0,0,0
2015_3_26,3,0,0,0,1,0,0,0,1,0,0
2015_3_27,3,0,0,0,0,0,0,0,0,0,0
2015_3_28,3,1,0,0,1,0,0,0,1,0,0
2015_3_29,3,0,0,0,0,0,0,0,0,0,0
2015_3_30,3,0,0,0,0,0,0,0,0,0,0
2015_4_1,4,0,0,0,0,0,1,0,0,0,1
2015_4_2,4,1,0,0,0,0,0,1,0,0,0
2015_4_3,4,0,2,0,0,0,3,0,0,0,0
2015_4_4,4,0,0,0,1,0,0,0,2,0,0
2015_4_5,4,2,0,0,0,0,0,3,0,0,1
2015_4_6,4,0,1,0,0,0,1,0,2,0,0
2015_4_7,4,2,0,0,1,0,0,0,0,0,1
2015_4_8,4,0,1,0,0,0,2,0,1,0,0
2015_4_9,4,0,0,0,1,0,0,3,0,0,0
2015_4_10,4,0,0,0,0,0,0,0,0,0,0
2015_4_11,4,1,0,0,0,0,0,0,0,0,0
2015_4_12,4,0,0,0,0,0,0,1,2,0,0
2015_4_13,4,1,0,0,1,0,0,0,0,0,0
2015_4_14,4,0,0,0,0,0,0,1,0,0,0
2015_4_15,4,1,0,0,0,0,1,0,0,0,1
2015_4_16,4,0,0,0,0,0,0,0,1,0,0
2015_4_17,4,0,1,0,0,0,0,0,0,0,0
2015_4_18,4,2,0,0,0,0,0,0,0,0,1
2015_4_19,4,1,0,0,0,0,1,0,2,0,0
2015_4_20,4,0,1,0,0,0,0,2,0,0,0
2015_4_21,4,0,0,0,1,0,0,0,0,0,0
2015_4_22,4,1,0,0,0,0,0,0,1,0,0
2015_4_23,4,0,0,0,0,0,0,0,0,0,0
2015_4_24,4,0,0,0,0,0,0,0,0,0,0
2015_4_25,4,0,0,0,0,0,0,0,1,0,0
2015_4_26,4,0,1,0,0,0,0,0,0,0,0
2015_4_27,4,0,0,0,0,0,0,0,0,0,0
2015_4_28,4,0,0,0,0,0,1,0,0,0,1
2015_4_29,4,1,0,0,0,0,0,0,0,0,0
2015_4_30,4,0,0,0,0,0,0,0,0,0,0
2015_5_1,5,0,0,0,2,0,0,0,0,0,0
2015_5_2,5,0,1,0,0,0,3,0,0,0,2
2015_5_3,5,0,0,0,0,0,0,2,0,0,0
2015_5_4,5,1,0,0,1,0,0,1,0,0,1
2015_5_5,5,0,2,0,0,0,1,0,3,0,0
2015_5_6,5,1,0,0,1,0,0,1,0,0,0
2015_5_7,5,3,0,0,0,0,1,1,3,0,0
2015_5_8,5,0,0,0,0,0,1,0,0,0,0
2015_5_9,5,2,0,0,0,0,0,0,2,0,0
2015_5_10,5,0,0,0,0,0,0,0,0,0,1
2015_5_11,5,0,1,0,1,0,0,0,0,0,0
2015_5_12,5,1,0,0,0,0,0,0,1,0,0
2015_5_13,5,0,0,0,0,0,1,0,0,0,1
2015_5_14,5,0,1,0,0,0,0,0,0,0,0
2015_5_15,5,1,0,0,0,0,0,2,1,0,0
2015_5_16,5,0,0,0,0,0,0,0,1,0,0
2015_5_17,5,0,0,0,2,0,0,0,0,0,1
2015_5_18,5,0,1,0,0,0,1,1,0,0,0
2015_5_19,5,1,0,0,0,0,0,0,0,0,1
2015_5_20,5,0,0,0,1,0,0,0,0,0,0
2015_5_21,5,0,0,0,0,0,1,0,1,0,0
2015_5_22,5,0,0,0,0,0,0,0,0,0,0
2015_5_23,5,0,1,0,0,0,0,0,0,0,0
2015_5_24,5,0,0,0,0,0,0,0,1,0,0
2015_5_25,5,0,0,0,0,0,1,0,0,0,0
2015_5_26,5,0,0,0,0,0,0,0,0,0,0
2015_5_27,5,1,0,0,0,0,0,1,0,0,0
2015_5_28,5,0,0,0,0,0,0,0,1,0,0
2015_5_29,5,0,0,0,1,0,0,1,0,0,0
2015_5_30,5,0,0,0,0,0,0,1,0,0,0
2015_6_1,6,0,3,0,0,0,0,0,0,0,0
2015_6_2,6,0,0,0,1,0,0,2,0,0,0
2015_6_3,6,2,1,0,0,0,1,0,2,0,0
2015_6_4,6,1,0,0,0,0,0,0,0,0,1
2015_6_5,6,0,3,0,1,0,0,1,0,0,0
2015_6_6,6,1,0,0,0,0,2,0,1,0,0
2015_6_7,6,1,0,0,2,0,0,0,0,0,0
2015_6_8,6,0,1,0,0,0,0,0,1,0,0
2015_6_9,6,1,0,0,1,0,0,1,0,0,0
2015_6_10,6,0,0,0,0,0,0,0,0,0,1
2015_6_11,6,0,1,0,0,0,1,0,1,0,0
2015_6_12,6,0,0,0,0,0,0,0,0,0,0
2015_6_13,6,1,0,0,0,0,0,0,0,0,1
2015_6_14,6,0,1,0,0,0,0,1,0,0,0
2015_6_15,6,0,1,0,1,0,1,0,1,0,0
2015_6_16,6,1,0,0,0,0,0,0,0,0,1
2015_6_17,6,0,0,0,0,0,0,1,0,0,0
2015_6_18,6,0,0,0,0,0,0,0,0,0,0
2015_6_19,6,0,0,0,0,0,1,0,0,0,1
2015_6_20,6,1,0,0,0,0,0,0,0,0,0
2015_6_21,6,0,0,0,0,0,0,1,1,0,0
2015_6_22,6,0,1,0,0,0,0,0,0,0,0
2015_6_23,6,0,0,0,0,0,1,0,0,0,0
2015_6_24,6,0,0,0,0,0,0,0,0,0,0
2015_6_25,6,0,0,0,0,0,0,0,0,0,0
2015_6_26,6,0,0,0,0,0,2,1,1,0,0
2015_6_27,6,0,0,0,0,0,0,0,0,0,0
2015_6_28,6,0,0,0,0,0,0,0,0,0,0
2015_6_29,6,0,0,0,0,0,0,0,2,0,0
2015_6_30,6,0,0,0,0,0,0,0,0,0,0
2015_7_1,7,2,0,0,0,0,1,0,0,0,0
2015_7_2,7,0,2,0,0,0,0,0,0,0,1
2015_7_3,7,0,1,0,0,0,0,1,0,0,0
2015_7_4,7,2,0,0,0,0,0,2,0,0,0
2015_7_5,7,0,1,0,0,0,1,0,3,0,0
2015_7_6,7,0,1,0,0,0,0,0,0,0,1
2015_7_7,7,1,0,0,0,0,1,0,1,0,0
2015_7_8,7,0,0,0,1,0,0,1,0,0,0
2015_7_9,7,1,1,0,0,0,1,0,0,0,0
2015_7_10,7,0,0,0,1,0,0,0,1,0,1
2015_7_11,7,0,0,0,0,0,0,1,0,0,0
2015_7_12,7,0,3,0,0,0,1,0,0,0,0
2015_7_13,7,2,0,0,1,0,0,0,1,0,0
2015_7_14,7,0,0,0,0,0,0,0,0,0,0
2015_7_15,7,0,1,0,0,0,0,1,0,0,1
2015_7_16,7,0,0,0,0,0,1,0,0,0,0
2015_7_17,7,1,0,0,1,0,0,0,1,0,0
2015_7_18,7,0,0,0,0,0,0,0,0,0,0
2015_7_19,7,0,0,0,0,0,1,0,0,0,1
2015_7_20,7,0,0,0,1,0,0,0,1,0,0
2015_7_21,7,0,0,0,0,0,0,0,0,0,0
2015_7_22,7,0,0,0,0,0,0,0,0,0,0
2015_7_23,7,0,0,0,0,0,0,0,0,0,0
2015_7_24,7,0,0,0,0,0,0,0,1,0,0
2015_7_25,7,0,0,0,0,0,0,0,0,0,0
2015_7_26,7,0,1,0,0,0,0,0,0,0,0
2015_7_27,7,0,0,0,0,0,0,0,0,0,0
2015_7_28,7,0,0,0,1,0,0,0,0,0,0
2015_7_29,7,0,0,0,0,0,0,0,0,0,0
2015_7_30,7,0,0,0,0,0,0,1,0,0,0
2015_8_1,8,1,0,0,0,0,1,0,0,0,0
2015_8_2,8,0,3,0,0,0,0,0,0,0,0
2015_8_3,8,0,1,0,0,0,0,2,0,0,0
2015_8_4,8,1,0,0,1,0,0,0,0,0,0
2015_8_5,8,0,1,0,0,0,1,0,0,0,0
2015_8_6,8,2,0,0,0,0,1,0,0,0,0
2015_8_7,8,0,0,0,1,0,0,0,0,0,0
2015_8_8,8,0,1,0,0,0,0,2,0,0,0
2015_8_9,8,0,1,0,1,0,0,0,0,0,0
2015_8_10,8,1,0,0,0,0,1,0,0,0,0
2015_8_11,8,0,0,0,0,0,1,0,0,0,0
2015_8_12,8,0,2,0,0,0,0,0,0,0,0
2015_8_13,8,1,0,0,1,0,0,1,0,0,0
2015_8_14,8,0,1,0,0,0,0,0,0,0,0
2015_8_15,8,0,1,0,0,0,0,0,0,0,0
2015_8_16,8,0,0,0,0,0,1,0,0,0,0
2015_8_17,8,0,1,0,0,0,0,1,0,0,0
2015_8_18,8,0,0,0,0,0,0,0,0,0,0
2015_8_19,8,0,1,0,0,0,1,0,0,0,0
2015_8_20,8,0,0,0,1,0,0,0,0,0,0
2015_8_21,8,0,0,0,0,0,0,0,0,0,0
2015_8_22,8,0,0,0,0,0,0,0,0,0,0
2015_8_23,8,0,1,0,0,0,0,0,0,0,0
2015_8_24,8,0,0,0,0,0,0,0,0,0,0
2015_8_25,8,0,1,0,0,0,0,0,0,0,0
2015_8_26,8,0,0,0,0,0,0,0,0,0,0
2015_8_27,8,1,0,0,0,0,0,0,0,0,0
2015_8_28,8,0,0,0,0,0,0,0,0,0,0
2015_8_29,8,0,0,0,0,0,0,0,0,0,0
2015_8_30,8,0,0,0,0,0,0,0,0,0,0
2015_9_1,9,1,3,0,0,0,0,0,0,0,0
2015_9_2,9,0,1,0,0,0,0,0,0,0,0
2015_9_3,9,0,0,0,0,0,0,1,0,0,0
2015_9_4,9,1,1,0,0,0,0,1,0,0,0
2015_9_5,9,0,0,0,1,0,0,0,0,0,0
2015_9_6,9,0,1,0,0,0,0,0,0,0,0
2015_9_7,9,0,1,0,0,0,1,0,0,0,0
2015_9_8,9,1,0,0,1,0,0,0,0,0,0
2015_9_9,9,0,0,0,0,0,1,0,0,0,0
2015_9_10,9,1,2,0,0,0,0,0,0,0,0
2015_9_11,9,0,0,0,0,0,0,0,0,0,0
2015_9_12,9,0,1,0,0,0,0,0,0,0,0
2015_9_13,9,0,0,0,1,0,1,0,0,0,0
2015_9_14,9,0,1,0,0,0,0,0,0,0,0
2015_9_15,9,1,0,0,0,0,0,0,0,0,0
2015_9_16,9,0,0,0,0,0,1,0,0,0,0
2015_9_17,9,0,2,0,1,0,0,0,0,0,0
2015_9_18,9,0,0,0,0,0,0,1,0,0,0
2015_9_19,9,0,1,0,0,0,0,1,0,0,0
2015_9_20,9,0,0,0,0,0,0,0,0,0,0
2015_9_21,9,0,0,0,0,0,0,0,0,0,0
2015_9_22,9,0,0,0,1,0,0,0,0,0,0
2015_9_23,9,0,1,0,0,0,0,0,0,0,0
2015_9_24,9,0,0,0,0,0,0,0,0,0,0
2015_9_25,9,0,1,0,0,0,0,0,0,0,0
2015_9_26,9,0,0,0,0,0,0,0,0,0,0
2015_9_27,9,0,1,0,0,0,0,0,0,0,0
2015_9_28,9,0,0,0,0,0,0,0,0,0,0
2015_9_29,9,0,0,0,0,0,0,0,0,0,0
2015_9_30,9,0,0,0,0,0,0,1,0,0,0
2015_10_1,10,0,0,0,0,0,0,1,0,0,0
2015_10_2,10,0,3,0,0,0,0,0,0,0,0
2015_10_3,10,0,0,0,2,0,0,0,0,0,0
2015_10_4,10,1,1,0,0,0,0,0,0,0,0
2015_10_5,10,0,0,0,0,0,1,0,0,0,0
2015_10_6,10,0,2,0,1,0,0,0,0,0,0
2015_10_7,10,0,0,0,0,0,0,1,0,0,0
2015_10_8,10,0,1,0,0,0,0,0,0,0,0
2015_10_9,10,0,1,0,0,0,1,0,0,0,0
2015_10_10,10,0,1,0,0,0,0,0,0,0,0
2015_10_11,10,0,0,0,1,0,0,0,0,0,0
2015_10_12,10,0,2,0,0,0,0,1,0,0,0
2015_10_13,10,0,0,0,1,0,0,0,0,0,0
2015_10_14,10,0,1,0,0,0,0,0,0,0,0
2015_10_15,10,1,0,0,0,0,1,0,0,0,0
2015_10_16,10,0,1,0,0,0,0,0,0,0,0
2015_10_17,10,0,0,0,0,0,0,0,0,0,0
2015_10_18,10,0,3,0,0,0,0,0,0,0,0
2015_10_19,10,0,0,0,0,0,0,0,0,0,0
2015_10_20,10,0,1,0,0,0,0,0,0,0,0
2015_10_21,10,0,0,0,0,0,1,0,0,0,0
2015_10_22,10,0,1,0,0,0,0,0,0,0,0
2015_10_23,10,0,0,0,0,0,0,0,0,0,0
2015_10_24,10,0,1,0,0,0,0,0,0,0,0
2015_10_25,10,0,1,0,0,0,0,0,0,0,0
2015_10_26,10,1,0,0,0,0,0,0,0,0,0
2015_10_27,10,0,1,0,0,0,0,0,0,0,0
2015_10_28,10,0,0,0,0,0,0,0,0,0,0
2015_10_29,10,0,1,0,0,0,0,0,0,0,0
2015_10_30,10,0,0,0,0,0,0,0,0,0,0
2015_11_1,11,0,0,1,0,0,1,0,0,0,0
2015_11_2,11,0,1,0,0,0,0,0,0,0,0
2015_11_3,11,0,0,1,0,0,0,0,0,0,0
2015_11_4,11,0,3,0,0,0,0,1,0,0,0
2015_11_5,11,1,1,1,0,0,0,0,0,0,0
2015_11_6,11,0,0,0,0,0,1,0,0,0,0
2015_11_7,11,0,2,2,0,0,0,0,0,0,0
2015_11_8,11,0,1,0,0,0,0,1,0,0,0
2015_11_9,11,1,0,0,0,0,0,0,0,0,0
2015_11_10,11,0,0,0,0,0,0,0,0,0,0
2015_11_11,11,0,3,0,0,0,0,0,0,0,0
2015_11_12,11,0,0,0,0,0,0,0,0,0,0
2015_11_13,11,0,1,0,0,0,0,0,0,0,0
2015_11_14,11,0,0,1,0,0,0,0,0,0,0
2015_11_15,11,0,0,0,0,0,0,1,0,0,0
2015_11_16,11,1,0,0,0,0,0,0,0,0,0
2015_11_17,11,0,1,1,0,0,0,0,0,0,0
2015_11_18,11,0,0,0,0,0,0,0,0,0,0
2015_11_19,11,0,1,0,0,0,0,1,0,0,0
2015_11_20,11,0,0,0,0,0,0,0,0,0,0
2015_11_21,11,0,0,0,0,0,0,0,0,0,0
2015_11_22,11,0,1,0,0,0,0,0,0,0,0
2015_11_23,11,0,0,0,0,0,0,0,0,0,0
2015_11_24,11,0,1,0,0,0,0,0,0,0,0
2015_11_25,11,0,0,0,0,0,0,0,0,0,0
2015_11_26,11,0,0,0,0,0,0,0,0,0,0
2015_11_27,11,0,1,0,0,0,0,0,0,0,0
2015_11_28,11,0,0,0,0,0,0,0,0,0,0
2015_11_29,11,0,0,0,0,0,0,0,0,0,0
2015_11_30,11,0,0,0,0,0,0,0,0,0,0
2015_12_1,12,0,3,0,0,0,0,0,0,0,0
2015_12_2,12,0,1,0,0,0,1,0,0,0,0
2015_12_3,12,1,0,1,0,0,0,0,0,0,0
2015_12_4,12,0,0,1,0,0,0,0,0,0,0
2015_12_5,12,0,2,0,0,0,0,0,0,0,0
2015_12_6,12,0,0,0,0,0,0,0,0,0,0
2015_12_7,12,0,1,0,0,0,0,0,0,0,0
2015_12_8,12,0,0,1,0,0,0,1,0,0,0
2015_12_9,12,0,1,0,0,0,0,0,0,0,0
2015_12_10,12,1,3,0,0,0,0,0,0,0,0
2015_12_11,12,0,0,1,0,0,0,0,0,0,0
2015_12_12,12,0,0,0,0,0,0,0,0,0,0
2015_12_13,12,0,3,0,0,0,0,0,0,0,0
2015_12_14,12,0,1,1,0,0,0,0,0,0,0
2015_12_15,12,0,0,0,0,0,1,0,0,0,0
2015_12_16,12,0,1,0,0,0,0,0,0,0,0
2015_12_17,12,0,2,0,0,0,0,0,0,0,0
2015_12_18,12,0,0,0,0,0,0,0,0,0,0
2015_12_19,12,1,1,0,0,0,0,0,0,0,0
2015_12_20,12,0,0,0,0,0,0,0,0,0,0
2015_12_21,12,0,0,0,0,0,0,1,0,0,0
2015_12_22,12,0,1,0,0,0,0,0,0,0,0
2015_12_23,12,0,0,0,0,0,0,0,0,0,0
2015_12_24,12,0,1,0,0,0,0,0,0,0,0
2015_12_25,12,0,0,0,0,0,0,0,0,0,0
2015_12_26,12,0,0,0,0,0,0,0,0,0,0
2015_12_27,12,0,1,0,0,0,0,0,0,0,0
2015_12_28,12,0,0,0,0,0,0,0,0,0,0
2015_12_29,12,0,0,0,0,0,0,0,0,0,0
2015_12_30,12,0,0,0,0,0,0,0,0,0,0
2016_1_1,13,0,1,0,0,0,0,0,0,0,0
